Type,Probability,Quota,numAllowed
212,0.6149083393041507,2.065703849506048,2.0
212,0.38509166069584916,1.5243132474586414,2.0
318,0.8737565222508563,1.8287166434796438,8.0
318,0.12624347774914368,0.781299377471822,3.0
16,1.0,8.331183784313813,10.0
718,1.0,4.91967052612636,2.0
708,1.0,4.66332180552902,3.0
768,0.6040658408567523,2.6790427502536405,0.0
768,0.3959341591432476,0.7116372891089808,0.0
57,0.7312268321806241,4.3046106642050415,3.0
57,0.2687731678193759,3.536611445975255,2.0
276,0.8774897650827249,2.023839563373506,8.0
276,0.12251023491727508,1.1293045396437371,5.0
470,0.7717413561436719,3.2448093482320446,9.0
470,0.2282586438563281,1.147294115759382,5.0
317,0.8891127325835041,1.8391631303855656,6.0
317,0.110887267416496,0.7805381012552021,2.0
563,0.3805449670770833,1.2879580548082639,5.0
563,0.6194550329229167,3.611682494938051,11.0
586,0.6341385460009308,1.8371246123779008,3.0
586,0.3658614539990692,1.0703663005144148,3.0
14,0.45835590349019967,8.639164251882098,6.0
14,0.5416440965098004,8.375219844182505,5.0
383,0.202812578613133,3.4243561742106254,15.0
383,0.7971874213868669,3.319652826659735,14.0
80,1.0,3.5196627059001715,8.0
776,0.7302551374482481,2.107761367161671,0.0
776,0.26974486255175195,0.6822498179048306,0.0
185,1.0,2.3422446945915385,4.0
368,0.2698975031759202,2.02174788849924,10.0
368,0.7301024968240798,2.75348607322628,12.0
670,0.789556846532457,3.6266849574562254,13.0
670,0.21044315346754305,1.4022647288919126,5.0
736,1.0,4.926680555232924,9.0
688,0.7650958667723101,4.251574970688577,14.0
688,0.23490413322768988,2.0701904720585995,8.0
406,0.9844398858717549,3.4192962771107545,19.0
406,0.01556011412824504,1.8486966296145384,10.0
560,0.5978440735796549,3.8192919630936557,10.0
560,0.40215592642034514,1.2729410823953087,4.0
417,0.9532995863689226,2.4681503410287555,10.0
417,0.046700413631077374,1.5094713382140381,6.0
485,0.9219010789838352,3.412083041410975,11.0
485,0.07809892101616472,2.0297180955908356,7.0
602,0.48765712668614214,2.6573712618760315,14.0
602,0.5123428733138579,1.6086704447165667,8.0
69,0.8888473827981364,2.779025883382103,8.0
69,0.11115261720186365,2.9719157768045714,9.0
388,0.9866339843691566,3.4006407992369105,20.0
388,0.013366015630843501,1.8601915507018039,8.0
462,0.7408564211156711,2.192301548767094,8.0
462,0.25914357888432893,1.153946474574893,5.0
2,0.17880921988284998,9.230683448724143,8.0
2,0.82119078011715,9.094746875822288,7.0
551,0.3850632409692909,1.3936498451945218,3.0
551,0.6149367590307091,3.8683116493155945,8.0
619,0.49729042975240306,2.679527902747644,12.0
619,0.502709570247597,1.9487973456894159,10.0
382,0.675638602063842,3.132600426439927,15.0
382,0.32436139793615804,3.082732133008769,14.0
141,0.8832391834539637,2.817021226010503,13.0
141,0.11676081654603641,1.1565083815087127,5.0
43,0.3740227127666932,4.297275212642576,3.0
43,0.6259772872333068,3.576824157947529,2.0
627,0.7888897020924872,3.0002963465908685,17.0
627,0.2111102979075128,1.7150826774334098,9.0
774,0.777562404000269,2.0903965786212235,1.0
774,0.2224375959997309,0.7558815092782136,1.0
422,0.2575009044231573,1.8775440356296529,8.0
422,0.7424990955768428,3.304132749375661,14.0
26,0.47882199774372125,8.710500077627424,3.0
26,0.44303103986442144,6.69276917155842,3.0
26,0.07814696239185726,4.950753654094001,1.0
703,1.0,4.902695822632242,4.0
152,0.746996366889252,2.5667923865663935,5.0
152,0.253003633110748,0.5116857302312001,0.0
743,1.0,5.011965677099555,10.0
437,0.79644560597157,2.3535435326625596,11.0
437,0.20355439402843,1.4817279396820122,8.0
352,0.04616759703912226,0.7609505652067027,3.0
352,0.9538324029608778,2.2134802179254263,9.0
859,0.0392636601790786,2.8252993190819593,18.0
859,0.36281178458670454,1.484777252161479,12.0
859,0.5979245552342168,2.7684103906153474,17.0
419,0.8398033898062641,2.9183803389906147,14.0
419,0.16019661019373593,1.4585326914214503,8.0
518,0.884546032904101,4.087555825128481,6.0
518,0.11545396709589895,2.5264800434961243,5.0
34,1.0,8.590440434005707,3.0
605,0.2620283134175184,2.1175807567211566,8.0
605,0.7379716865824816,1.9531589941146397,6.0
785,0.6863305710836689,2.129931709756649,0.0
785,0.313669428916331,0.6766939718204211,0.0
281,0.7108570372038323,1.9966503937725602,4.0
281,0.2891429627961676,1.1565540570090458,3.0
117,0.9245047944346122,2.5403695703934464,4.0
117,0.0754952055653878,0.5076668926496735,0.0
769,0.654872962365612,2.268465900368676,0.0
769,0.34512703763438807,0.704709197773719,0.0
193,0.35656022892283434,1.824597822467056,3.0
193,0.6434397710771657,1.7398764454330395,3.0
97,0.876519155263495,3.0199171138386824,7.0
97,0.123480844736505,2.862072506381373,6.0
522,0.49028851054347183,2.3890953898901772,4.0
522,0.5097114894565281,4.200509111407716,8.0
262,1.0,2.1031526747369402,8.0
385,0.8722638735364965,3.6760638529939125,21.0
385,0.12773612646350352,3.6049595739056857,20.0
668,0.6545590576269701,4.188970052859702,8.0
668,0.3454409423730299,1.2808151489028405,2.0
135,0.9397370052462356,2.6543339031667914,7.0
135,0.0602629947537644,0.5275938768770394,0.0
453,0.8737411129133629,2.140498310379665,12.0
453,0.1262588870866371,1.6122915346730058,10.0
828,0.6060590979709182,4.188812956021046,9.0
828,0.3939409020290819,1.0870369819109247,2.0
396,0.4003105277486318,1.4881821898242018,8.0
396,0.599689472251368,2.897858123236217,14.0
91,1.0,3.440869800980081,8.0
747,0.7396417586121933,4.971320797243483,14.0
747,0.2603582413878067,2.2880332500153986,7.0
326,0.6437899487375989,2.2119895027830827,8.0
326,0.35621005126240113,0.8830389148560371,2.0
70,0.3510128469039664,3.045041507356358,9.0
70,0.6489871530960336,2.898232412509759,8.0
310,0.7332143843361749,1.890296565476255,5.0
310,0.2667856156638251,1.0645704782987755,5.0
294,0.6867372184968578,2.010350105395391,5.0
294,0.31326278150314235,1.1704454026520925,4.0
322,0.6809614885092873,2.094997459965841,7.0
322,0.3190385114907126,0.7649470101325104,2.0
338,0.7739448433798309,2.2922993712025552,10.0
338,0.22605515662016895,0.6487085562900807,3.0
87,0.036874768623298734,4.711061099652075,8.0
87,0.9631252313767013,3.62763555118977,8.0
717,1.0,4.9194873655616025,2.0
704,1.0,4.363600036717909,3.0
807,0.9076876699930532,2.862628981745474,3.0
807,0.09231233000694652,1.085050015464092,1.0
223,0.7237279532403583,2.208907130254875,2.0
223,0.2762720467596417,1.3023365455010734,1.0
777,0.3237469310150516,0.6892504326284115,0.0
777,0.6762530689849485,2.082726756351233,0.0
554,0.44703737058695475,3.143012546416643,1.0
554,0.008706759134379679,2.733360052070744,1.0
554,0.5442558702786656,2.3868192241632538,1.0
180,1.0,2.136781420771316,7.0
772,0.32652811490105993,0.7003085688995319,0.0
772,0.6734718850989401,2.043508624792219,0.0
604,1.0,1.832355993747951,6.0
233,0.3891139572426759,2.176135033888556,1.0
233,0.610886042757324,1.4689493398956297,1.0
542,0.3271962769763681,4.005389685577888,5.0
542,0.672803723023632,2.300484299655376,4.0
29,0.6989059272631348,8.812878221497572,9.0
29,0.3010940727368651,5.5223209789823455,6.0
275,0.876734945295184,2.029181744253816,9.0
275,0.12326505470481601,1.0361500691207604,5.0
389,0.9881182767077014,2.9673147891383023,12.0
389,0.01188172329229864,1.7511826051454242,7.0
61,0.8156105233130919,3.640347343469746,8.0
61,0.18438947668690794,4.139268537190182,8.0
616,0.5025237652398539,2.8379701241066977,16.0
616,0.49747623476014613,1.5980022742358946,8.0
3,0.3632282780070335,9.226961055026415,8.0
3,0.6367717219929665,9.08849538269552,7.0
749,0.04061243868330764,2.618996940465421,1.0
749,0.9593875613166926,2.1426119396122876,1.0
5,0.7208582140707132,8.8969484852844,8.0
5,0.27914178592928673,8.475770925321456,4.0
851,0.6058469068459905,2.6057291489249215,11.0
851,0.19242923121044378,1.059013153574523,6.0
851,0.20172386194356565,0.9680344042858745,5.0
487,0.8649560004930072,3.33492854628851,10.0
487,0.13504399950699275,2.0170559199044957,6.0
378,0.8513642826900667,2.947957711378188,15.0
378,0.14863571730993314,1.8210153344293736,10.0
232,0.9274613988283088,2.4086603547998044,4.0
232,0.0725386011716912,0.5363473507376842,0.0
448,0.9603626951286656,2.27079360828379,17.0
448,0.03963730487133456,1.3984002081251399,11.0
62,0.957020954933639,3.5979052956273594,10.0
62,0.04297904506636102,4.113449923223207,10.0
213,1.0,2.080317525990083,3.0
676,0.5745648294329295,4.751133459902969,13.0
676,0.4254351705670705,1.4146996882825404,3.0
202,0.6069907335572949,2.0894285843655673,2.0
202,0.39300926644270506,1.5086445607202983,1.0
739,0.7138323916218052,4.943597948996079,12.0
739,0.28616760837819477,2.4170609643995613,7.0
183,1.0,2.097518597531237,8.0
527,0.7671875100966841,4.874632131218141,5.0
527,0.23281248990331593,1.0888031242344323,2.0
351,0.4966419316959634,1.903345226928027,10.0
351,0.5033580683040365,2.6367869607992183,14.0
393,0.6885698892516242,2.922709479530236,13.0
393,0.3114301107483759,1.5466727075264621,7.0
467,0.15067128055928336,2.894809492389168,9.0
467,0.8493287194407166,1.769051644893472,8.0
640,0.5112496819206289,1.8497072904658043,4.0
640,0.4887503180793711,1.2383627717361374,3.0
557,0.5237687409515048,3.9945193680528646,12.0
557,0.47623125904849506,1.4288567271216472,5.0
725,1.0,5.1184888418396,3.0
241,1.0,2.3476590740420447,5.0
552,0.6250291652037195,3.780163636479042,8.0
552,0.37497083479628035,1.4227754552771334,4.0
155,0.6625266709772595,2.574832852429827,6.0
155,0.3374733290227405,0.8837797387703905,3.0
636,0.5079567623048323,1.932245678401916,5.0
636,0.4920432376951676,1.2941858235043138,4.0
445,0.7601513536526996,2.356926179758922,17.0
445,0.2398486463473005,1.3780526659075192,10.0
439,0.8200521950564307,2.3864420643800965,13.0
439,0.17994780494356924,1.4596424269506068,10.0
306,0.6198073805059379,1.9251827931357846,3.0
306,0.38019261949406213,0.9744494686572656,1.0
805,0.9496661654403827,2.4532061867338246,1.0
805,0.05033383455961726,0.9262560210885817,1.0
33,1.0,8.58347441122876,3.0
549,0.8554225132654533,4.26444208123984,5.0
549,0.14457748673454676,1.779763274974979,3.0
637,0.6073808029187889,1.871851165197369,4.0
637,0.39261919708121107,1.23832851585502,3.0
458,0.7146219134765097,2.1958143198819493,12.0
458,0.2853780865234903,1.3529947659948047,8.0
424,0.5972056304241896,3.089569100618978,11.0
424,0.4027943695758104,1.7814744638787103,7.0
147,0.6878978293739363,2.579303166274419,6.0
147,0.3121021706260636,0.8951632608464025,3.0
308,0.8047366519719709,1.915023278392964,4.0
308,0.19526334802802914,1.1853780819601512,4.0
250,1.0,2.4273479786125494,8.0
630,0.13980685211336433,1.7079771013429599,8.0
630,0.8601931478866356,3.056310446393253,15.0
587,1.0,1.6858349538859498,4.0
81,0.9538432446853569,3.6348062681617384,7.0
81,0.04615675531464315,4.703450976355481,7.0
671,0.8339036506090737,3.2423806842784444,8.0
671,0.16609634939092632,1.2857853542431097,4.0
669,0.16136003815227962,4.861189588980854,20.0
669,0.8386399618477204,3.6856362834090386,14.0
405,0.7944025130281991,3.7392310068746344,28.0
405,0.2055974869718009,1.8608570342183066,11.0
266,1.0,2.074739635052365,6.0
171,1.0,2.515123254459716,11.0
839,0.6233215814313121,2.1594057988736024,8.0
839,0.3766784185686878,0.9062433995522172,2.0
427,0.13272470350379523,2.778807683214291,7.0
427,0.8672752964962048,1.7972261401023926,6.0
455,0.5771254561146512,2.1025188232744023,12.0
455,0.42287454388534884,1.697312559360231,10.0
727,1.0,5.088699998020079,3.0
801,0.7984662757320347,2.5828402598598665,2.0
801,0.20153372426796523,0.9716854338046108,1.0
413,0.9067432939864223,2.913214175310717,14.0
413,0.09325670601357779,1.4717091971202834,8.0
466,0.10237295509141718,2.72502827116909,8.0
466,0.8976270449085828,1.7801375279680265,7.0
217,0.2682750914786878,2.0564613854316485,2.0
217,0.7317249085213122,1.516577945455916,2.0
397,0.7568196832264014,2.5354239836189905,11.0
397,0.24318031677359866,1.458634185010128,7.0
822,1.0,4.256945307712866,6.0
271,0.5631328938971559,2.5855791063290083,10.0
271,0.43686710610284407,1.0113221917890758,5.0
626,0.7461532602568496,2.9980865297090267,18.0
626,0.2538467397431504,1.698535925647742,9.0
168,0.48034459758002734,2.485005737443478,7.0
168,0.5196554024199728,1.1662124487447627,5.0
252,1.0,2.366470558358313,8.0
77,1.0,2.994498560215208,4.0
514,0.22538587274759017,2.1281304490656447,4.0
514,0.7746141272524099,4.256229182120208,10.0
400,0.6325692716031172,2.0155506228480577,11.0
400,0.3674307283968829,3.053722360100008,19.0
806,0.7796398885511787,2.872037927689698,2.0
806,0.22036011144882117,1.0163634384134919,1.0
325,0.6048753947008629,2.207005609690874,6.0
325,0.39512460529913707,0.8505781488739419,2.0
367,0.2102958702484554,2.017237791890726,10.0
367,0.7897041297515447,2.7539728617206043,12.0
28,0.7008520950881324,8.904861013672328,5.0
28,0.2991479049118676,4.78672386309044,3.0
273,0.5874147568365756,2.608355247155891,11.0
273,0.41258524316342426,0.9455477366189575,5.0
687,0.5845056327800686,4.690737275076567,9.0
687,0.4154943672199314,1.3092194149860843,2.0
226,0.63224527767431,2.1628672086013037,2.0
226,0.36775472232568995,1.3008917785965846,1.0
96,0.15917626759944176,3.3590321070119273,8.0
96,0.8408237324005584,3.0562955472874727,6.0
656,1.0,3.2947027628825674,7.0
464,0.3273118080886001,1.3892697544206962,9.0
464,0.37610306616849304,2.0105828383624975,11.0
464,0.29658512574290696,2.437430841408177,12.0
606,1.0,1.9050763084277074,6.0
611,0.5758379755966798,2.412752941659439,7.0
611,0.4241620244033202,2.0029623455194043,5.0
154,0.6802814784693849,2.5757570539222296,7.0
154,0.31971852153061503,0.9041454223298344,4.0
44,0.7912050002937154,4.620772733832293,2.0
44,0.20879499970628457,4.342191958029176,2.0
227,0.6588677507178873,2.2007493192768055,2.0
227,0.34113224928211255,1.2896133027976542,1.0
314,0.827981171070664,1.8207210769353948,6.0
314,0.17201882892933595,1.1035327699890254,5.0
166,0.5065972496841207,2.480707154230122,5.0
166,0.4934027503158793,1.1734082078051902,4.0
345,0.22481640935232963,1.5825511563433392,8.0
345,0.006068471263728687,1.20672450455322,7.0
345,0.7691151193839416,2.170003696804124,11.0
348,0.08379484347127628,2.2523643989371918,10.0
348,0.9162051565287236,2.1913803769291054,9.0
364,0.4926141623917596,2.9654062278820783,17.0
364,0.5073858376082404,1.9608188941499425,11.0
336,0.6819245480553641,2.1825902410169546,9.0
336,0.31807545194463593,0.7736807841171874,2.0
65,0.311440237686479,2.897187753428681,7.0
65,0.6885597623135211,3.3897913341221493,10.0
196,0.2706646636896535,2.079942628803477,2.0
196,0.3156938165606231,1.5296243197788164,2.0
196,0.4136415197497234,1.6352991497243359,2.0
1,1.0,1749.946132644921,74.0
128,0.7992007555001333,2.6404292605324695,6.0
128,0.20079924449986675,0.5021918334406583,0.0
341,0.7617900842309322,2.2104266545844755,11.0
341,0.2169899372001265,0.7164200674069651,3.0
341,0.02121997856894134,1.1269588890770248,6.0
457,0.7226832589204432,2.2744153161972562,16.0
457,0.2773167410795569,1.4550279922452054,11.0
660,0.7813064186332803,3.7954319755828165,15.0
660,0.21869358136671968,1.428106538518001,5.0
444,0.6792648208067203,2.5009083860753756,17.0
444,0.32073517919327965,1.514250433650017,13.0
40,0.256810892044517,4.267589351570731,6.0
40,0.743189107955483,3.599881101984055,5.0
363,0.39549985819893035,2.6123662157288203,10.0
363,0.6045001418010696,2.1938921977469983,10.0
161,1.0,2.544021104535391,6.0
848,0.2706137028270756,2.494069134850486,12.0
848,0.7293862971729244,1.8743997270119537,8.0
319,0.9519749450414282,1.7768868866015737,5.0
319,0.0480250549585718,0.8728024228622001,1.0
441,0.6750305523119609,2.553992470612292,18.0
441,0.32496944768803915,1.4517470830701966,12.0
156,0.620061799723142,2.579223146208674,6.0
156,0.379938200276858,0.8599124970578852,3.0
321,0.6820250188349458,2.0182699129750894,7.0
321,0.31797498116505435,0.8722157271520199,2.0
235,0.5856308830101652,1.9265325899929029,6.0
235,0.4143691169898348,1.84903450070246,6.0
536,0.8960670297273157,3.7797315107653917,5.0
536,0.10393297027268433,2.252825785628777,4.0
162,0.5579355402311906,2.508544134078157,3.0
162,0.4420644597688094,1.2762662115081924,1.0
787,0.7494371439676721,2.1187638345113426,0.0
787,0.25056285603232775,0.6869753708609152,0.0
780,0.5591584453225739,2.6413881406496804,0.0
780,0.4408415546774261,0.7103974922258003,0.0
691,0.6347956065451117,4.770561984124546,12.0
691,0.3652043934548883,1.863029480215923,5.0
334,0.787349739443801,2.2903593364720214,10.0
334,0.21265026055619876,0.6580445764311824,3.0
9,0.2633371231762897,9.204582196442306,9.0
9,0.7366628768237102,9.063983619409035,8.0
137,0.8840412581010165,2.6399226094778263,7.0
137,0.11595874189898348,0.520488991747179,0.0
721,1.0,4.921922340773598,2.0
390,0.9237474728159916,2.9461024939095037,14.0
390,0.07625252718400843,1.7440166558474397,9.0
863,0.17156150234930312,1.8135637302623782,3.0
863,0.8284384976506969,1.2533261914966018,2.0
290,0.9629591055183016,1.6999803214983293,3.0
290,0.03704089448169845,1.2988336421776836,3.0
446,0.9205045172344576,2.112794295414606,12.0
446,0.07949548276554257,1.6137301253754122,11.0
591,0.7860605052837075,2.762679784225864,14.0
591,0.21393949471629262,1.4409839088710428,8.0
618,0.34898998482834387,2.6547574916967185,13.0
618,0.6510100151716562,1.9979957654900216,11.0
320,0.7460146009601931,1.986973517337372,7.0
320,0.25398539903980694,0.78963468122157,2.0
504,0.5817355079928328,3.665492874084585,12.0
504,0.4182644920071672,1.222237847294744,6.0
488,0.23332679336480205,2.324402577052528,4.0
488,0.766673206635198,3.301588527033905,7.0
214,1.0,2.3190340182390186,2.0
415,0.3201890169238386,1.6815624840254375,9.0
415,0.6798109830761614,3.336681596986652,20.0
67,0.5555293875419054,2.8799528164103347,7.0
67,0.44447061245809455,3.3468995403815978,10.0
282,0.7110970989042664,2.017449513097121,5.0
282,0.2889029010957336,1.168187391829524,4.0
394,0.7685525481230093,2.8564110753332432,12.0
394,0.2314474518769907,1.56403514595544,7.0
783,0.6150688458335327,2.3372457467965146,0.0
783,0.3849311541664672,0.7089549544832336,0.0
760,0.4036706812538682,0.8564365634141646,1.0
760,0.5963293187461318,2.8069169669446077,2.0
864,1.0,4.28177568330948,4.0
790,0.8816746218725234,2.1266099458924925,1.0
790,0.11832537812747661,0.7729412309360115,1.0
695,0.6606013856491149,4.856631537859259,14.0
695,0.33939861435088514,2.2962924716481514,8.0
181,1.0,2.073532786671095,7.0
15,0.9655820758105113,8.778769389240669,3.0
15,0.03441792418948875,8.630545656973187,3.0
229,0.37567515419740705,2.1712559467506765,1.0
229,0.624324845802593,1.4563649304751585,1.0
576,0.3933615687220755,1.8288148475351715,4.0
576,0.6066384312779247,1.233142213750405,3.0
360,0.23157669640549328,2.6135211368097706,11.0
360,0.7684233035945067,2.161269811757424,9.0
375,1.0,3.0213272061749388,13.0
263,1.0,2.135852189732576,8.0
483,0.924931675586639,3.4052759399646915,10.0
483,0.07506832441336098,2.0267445654653553,6.0
4,0.9856095080411217,8.955414872226555,8.0
4,0.01439049195887836,8.517275821637813,4.0
734,1.0,4.991925425562695,5.0
622,0.9034363815332055,3.073820371087006,16.0
622,0.09656361846679463,1.7068317279054306,8.0
710,1.0,4.911141421825414,2.0
139,0.8991044743483616,2.9771169467081933,12.0
139,0.10089552565163824,1.3293842376737137,5.0
764,0.20196984304594526,0.7115315862306995,0.0
764,0.7980301569540549,2.030072316087475,0.0
709,1.0,4.760881115431052,2.0
311,0.6728008053481506,2.0259258022246986,5.0
311,0.32719919465184943,0.8465255501015446,2.0
565,0.43905019316278215,3.412371359977236,9.0
565,0.5609498068372178,1.0428463634741036,4.0
403,0.762672927836753,3.2411646369827016,20.0
403,0.23732707216324705,1.6948706947327847,9.0
594,0.45426072455355226,2.656900998427883,11.0
594,0.5457392754464477,1.8478725798463316,9.0
731,1.0,4.982256152446375,9.0
274,0.2934718769050485,2.593027857157393,10.0
274,0.2384540359774342,1.047622112578476,5.0
274,0.46807408711751736,2.0355497006130436,9.0
37,1.0,4.637845402730457,2.0
571,0.7778561850859113,1.7824735589524887,8.0
571,0.22214381491408874,1.2269417623433254,7.0
240,1.0,2.372154523233295,5.0
216,0.014374327339455857,2.029530916654389,1.0
216,0.9856256726605441,1.6116702370120866,1.0
791,0.704167171463696,2.14611205711109,0.0
791,0.29583282853630394,0.6744894832633613,0.0
817,0.3337769519963305,1.4822374446676443,7.0
817,0.6662230480036695,2.8489286330941845,12.0
494,0.5536521752706103,2.184019772770227,3.0
494,0.4463478247293898,3.5765244816628705,9.0
460,0.8279199184559715,1.7075353086190075,7.0
460,0.1720800815440286,2.025676648519098,8.0
160,1.0,2.4818303297592563,5.0
191,0.7508012411857026,1.7534766909206967,3.0
191,0.24919875881429746,1.3321028063567693,2.0
231,0.622574158015985,2.2130455075528728,0.0
231,0.37742584198401496,1.3221051539117685,0.0
539,0.5070492997008639,4.052923562884118,5.0
